Gene,6H,12H,18H,24H,48H
Ptbp1,4537.24,4459.943333,4472.166667,4932.283333,4667.766667
Cstf1,382.065,346.1066667,383.1666667,334.15,288.4
Gas7,17.28,13.91,15.70666667,15.83333333,16.25666667
Limk2,197.17,246.9166667,174.6366667,195.99,152.37
Dkk3,93.74,101.34,81.03,86.51666667,43.91666667
Mtmr3,241.81,312.11,282.88,304.6,321.07
Srpk1,454.865,415.8166667,384.3266667,389.67,311.2233333
Blvrb,1936.63,2206.296667,2119.13,2639.21,2775.903333
Lama4,12.875,9.733333333,13.58333333,10.32333333,10.12666667
Amfr,118,92.1,124.95,141.9166667,150.55
Vasp,1159.005,835.0366667,850.5666667,593.1566667,509.4966667
Arl4C,17.125,16.30333333,16.67666667,22.01,25.94666667
Lsm3,3441.9,3060.906667,3937.713333,3076.586667,4427.636667
Gsk3A,136.415,129.91,137.26,132.43,136.6466667
Arfgap3,522.055,495.9866667,545.1366667,554.8566667,751.03
Pes1,812.855,779.02,957.3666667,890.7466667,931.7766667
Cul4B,506,466.1833333,404.5666667,368.68,263.21
Fads2,711.685,670.3466667,766.0433333,582.7366667,372.55
Slc6A8,119.54,114.9533333,127.9366667,118.4433333,99.06
Khdc4,1525.75,1118.096667,1776.89,1274.366667,1445.776667
Ep300,69.59,80.04333333,61.47333333,79.04666667,69.40666667
Des,32.945,39.56,38.73333333,34.42666667,38.76333333
Stt3A,860.63,757.83,892.4833333,1028.136667,1008.173333
Crk,643.355,550.4333333,613.9066667,605.5766667,679.5433333
Brd8,957.815,785.2966667,889.85,880.26,667.78
Nptn,5377.3,5162.76,4780.866667,4979.766667,5401.486667
Eif3M,2741.37,2525.003333,2521.706667,2387.11,2669.41
Uqcrh,7034.375,6959.216667,7767.936667,6557.81,7357.63
Nnmt,354.47,1271.076667,523.5133333,1405.943333,746.46
Parp4,667.02,707.49,727.7033333,781.9566667,767.7566667
Plk1,603.175,697.3766667,603.8433333,766.7666667,765.4566667
Trib1,1619.81,1664.18,1592.353333,1535.65,1261.34
Tspan7,350.065,263.0666667,303.56,203.0133333,146.3166667
Psmb4,7645.04,6531.81,7309.186667,6213.043333,4834.78
Lss,1358.965,1587.99,1168.59,1363.626667,1333.06
Cdk4,5034.6,4260.903333,5641.033333,5375.743333,6404.656667
Mta1,110.965,102.8933333,129.8766667,142.7666667,122.8766667
E2F4,220.315,208.9066667,246.4066667,215.5733333,203.6
Prpf3,355.365,283.7933333,373.9333333,285.3666667,281.86
Rab13,1374.535,1161.053333,1364.413333,794.4033333,598.59
Sipa1L1,54.03,56.63333333,47.72666667,59.86333333,59.52666667
Cd2Bp2,535.425,363.6,548.5966667,431.24,621.6133333
Stxbp1,406.79,316.14,343.92,361.2466667,401.12
Vps72,774.635,750.0666667,811.3533333,793.1466667,997.6033333
Ddah2,916.82,714.9066667,1037.91,810.2133333,757.59
Tomm40,1806.16,1672.616667,1918.83,1557.653333,1485.33
Bmi1,1297.845,1415.026667,1234.493333,1422.36,1362.586667
Tdp2,2022.085,1644.26,1865.723333,1425.78,1096.743333
Lamc2,40.325,37.34666667,43.31666667,46.69333333,45.53666667
Nae1,2055.32,1871.8,1945.65,1677.056667,1554.266667
Gbp1,281.03,120.54,160.3633333,106.02,143.9033333
Pdgfrb,29.74,28.8,27.69,29.66,24.99666667
Actg2,52.255,33.73,33.86333333,31.05333333,33.46
G6Pd,1461.395,1583.766667,1625.286667,1332.28,1216.406667
Sem1,2636.39,2620.26,2864.646667,1772.17,1748.203333
Atp5Mj,971.06,760.39,1208.933333,847.5666667,1384.36
Gak,11.675,11.05,11.99333333,11.40666667,12.37
Hsd17B10,2408.875,1980.823333,2755.79,2318.886667,2823.47
Serpinf1,1625.195,1251.483333,1879.75,1535.516667,1359.843333
Cdkn1A,417.645,289.4866667,463.99,270.5466667,267.2333333
Tacstd2,26.15,30.7,27.47333333,28.93666667,29.42666667
Mtor,236.81,234.4333333,242.02,274.8833333,210.18
Pdap1,778.445,787.3566667,782.0533333,588.83,604.41
Mgp,6.7,8.066666667,7.59,6.936666667,6.953333333
Lypla2,1000.885,838.6566667,1014.396667,781.7966667,653.7266667
Stag1,402.525,371.0533333,337.2466667,387.47,442.2333333
Ctsh,339.425,296.8733333,341.72,288.5966667,297.5666667
Rer1,1954.145,2197.236667,2119.31,2560.123333,2099.983333
Ndufa1,763.49,848.94,1130.663333,773.0633333,911.91
Lamtor5,1635.365,1338.353333,1693.193333,1136.04,1351.886667
Rsrc2,669.88,942.7133333,726.6633333,1169.15,1207.943333
Smarca5,1480.57,1385.513333,1129.363333,1242.863333,1070.256667
Fndc3A,1065.28,1019.393333,1085.786667,979.9433333,1053.076667
Fez2,501.135,599.1233333,488.7633333,628.58,621.8066667
Polr2G,2047.87,1880.933333,2477.86,2158.356667,2072.566667
Tap1,78.195,66.77333333,77.62666667,64.46,72.93333333
Mthfd1,1397.675,1451.28,1539.74,1723.306667,2486.463333
Ppp2R2A,1939.05,2152.79,2142.94,2536.35,2567.303333
Bcr,403.455,451.1533333,449.3133333,399.86,323.2266667
Ube4B,808.96,803.4833333,661.49,839.69,754.9666667
Senp6,785.39,905.5466667,813.8033333,824.76,701.0366667
Gtf3C1,625.46,556.5666667,514.11,446.1733333,435.8566667
Ggps1,85.425,99.70333333,93.79333333,136.9566667,215.65
Acbd3,498.505,438.89,394.3833333,390.66,374.2133333
Atp5Pf,2530.96,2832.106667,3036.803333,2535.82,3026.133333
Ehmt2,471.815,446.3533333,534.2933333,372.9133333,421.9766667
Pkd1,31.22,32.45666667,34.29666667,46.71,40.86
Csk,425.875,391.7,454.47,392.1333333,343.4566667
Ung,860.81,942.8433333,980.1566667,920.7533333,1086.82
Bckdha,452.205,552.3566667,544.7933333,604.6066667,551.5266667
Ube2B,1387.035,1563.413333,1518.516667,1608.243333,1863.326667
Pam,1327.24,1257.533333,983.8533333,1255.52,1575.273333
Pmf1,701.04,684.1966667,679.35,613.61,719.9433333
Nr4A1,95.57,84.28666667,107.5233333,106.2466667,155.93
Trim2,155.95,121.8766667,146.89,135.0933333,171.8266667
Cox5B,2432.97,2300.523333,3181.426667,2232.493333,2492.386667
Hsf1,480.085,469.7266667,558.2766667,552.4033333,618.6133333
Fabp5,3673.845,3639.77,4015.796667,2730.313333,2099.6
Ube2K,974.49,956.9666667,961.5833333,1027.91,1102.8
Matn2,573.655,424.26,328.3333333,285.3033333,236.3
Itgav,5400.43,5924.83,4542.25,4886.046667,3900.686667
Psmd12,2400.455,2511.633333,2087.053333,2364.826667,2032.866667
Gtf2F1,464.58,423.3833333,396.3933333,455.4166667,333.88
Cfb,112.425,183.5166667,200.0966667,246.3433333,150.07
Maml1,728.735,843.96,792.04,839.4266667,790.9633333
Sec24C,929.24,904.03,948.7166667,831.02,943.4066667
Spock1,14.08,16.98666667,14.19333333,14.64,18.45
Mxi1,328.51,324.6033333,519.7866667,455.0333333,484.8766667
Unc119B,868.515,1184.653333,869.5033333,1455.773333,1567.1
Acads,124.485,140.3666667,140.4333333,147.57,109.95
Cux1,691.4,694.9033333,701.49,724.6966667,977.85
Cbfb,1137.675,746.8133333,920.4533333,717.5733333,660.4133333
Tceal4,312.42,323.6533333,440.7333333,553.2133333,832.54
Rab3Gap2,392.605,536.7333333,451.2666667,750.6533333,810.83
Sec24D,106.84,102.0866667,128.4033333,46.24333333,79.04666667
Serpina3,36.33,45.16666667,53.72,50.02666667,46.45333333
Gnpda1,1044.08,870.0466667,1074.493333,973.0233333,1256.646667
Kdm5C,169.805,197.11,218.83,229.54,220.13
Tcof1,293.73,295.1233333,314.1233333,324.8966667,381.9066667
Bag1,467.715,342.4333333,547.3166667,317.5233333,377.9866667
Rgs2,675.96,601.73,715.0933333,395.3633333,384.0133333
Htt,522.78,666.6033333,483.0733333,643.88,458.55
Basp1,12.61,14.34,12.71333333,11.63666667,13.36
Pisd,405.34,343.39,458.9866667,439.8866667,565.9533333
Klf10,483.955,1039.276667,922.4066667,1964.82,2601.946667
Abcf3,417.34,380.47,422.3933333,343.7966667,304.7866667
Tcerg1,1242.815,1033.48,1002.32,912.9233333,1098.69
Nutf2,2227.675,1482.673333,2411.946667,2040.33,2223.93
Srf,49.975,50.69,62.15333333,62.30333333,60.93666667
Cars1,274.185,540.5066667,489.8,749.06,562.5366667
Col1A2,208.94,177.3033333,219.38,172.2533333,158.7066667
Tial1,343.495,278.5,321.1666667,284.7066667,265.1933333
Prpf31,690.18,593.9366667,598.54,660.56,483.9933333
Ifi27,16.595,18.52333333,20.35,17.4,19.02333333
Usp1,2152.81,3174.52,1936.083333,2555.833333,2305.726667
Ercc5,179.48,180.8233333,175.2066667,153.5333333,134.6533333
Hspbp1,831.94,675.67,912.4166667,660.0133333,589.4966667
Keap1,1029.955,928.4266667,1084.69,793.9,645.54
Yif1A,5221.09,6213.2,5602.573333,6304.373333,6141.74
Dhx9,573.215,537.3166667,520.9533333,499.6433333,527.79
Map2K2,1109.685,1021.673333,1140.87,942.4266667,775.36
Ppp3Ca,310.97,323.74,317.5566667,317.6466667,352.16
Rxra,72.11,92.07,77.70333333,90.76666667,74.46666667
Mpc2,3466.36,3341.986667,3345.446667,3155.31,2364.233333
Dbi,5936.78,6783.753333,6058.483333,4638.256667,3969.233333
Plscr1,255.555,216.8966667,257.25,235.14,219.8833333
Myc,1994.99,3618.67,3113.886667,3575.713333,3289.543333
Ppp3Cb,279.885,322.4933333,232.0433333,252.7266667,186.6666667
Slc35B1,1203.14,987.18,1302.406667,947.3133333,878.5033333
Cyp1B1,71.97,66.7,51.83,78.67333333,35.91666667
Ids,19.135,17.79333333,20.76666667,29.00333333,49.53333333
Dennd2B,287.26,297.6566667,288.2266667,231.22,219.3166667
Erlin1,1249.6,1293.27,1261.303333,1456.72,1268.843333
Ap3S1,2282.975,2006.056667,2439.463333,2400.5,2770.946667
Notch2,1257.195,1081.176667,940.5333333,1189.74,1192.05
Decr1,561.535,629.12,614.3566667,659.17,675.76
Zer1,60.125,64.51666667,56.14,65.60333333,53.39333333
Ctsk,77.295,49.04333333,60.19666667,63.85,83.40666667
Gtf2H1,821.145,761.5966667,935.3133333,858.7366667,1145.133333
Hdac5,141.07,98.32,145.69,108.8366667,107.1266667
Lpin2,478.325,536.7066667,480.6433333,630.8833333,500.3733333
Eif2B2,990.37,974.9433333,931.3633333,870.0333333,722.4333333
Ddx46,1656.495,1472.06,1659.06,1569.2,1566.2
Mbd3,349.225,356.9533333,413.1733333,434.3433333,390.3133333
Pfkfb3,652.625,566.4966667,637.74,363.9,322.8566667
Pcolce,83.825,66.59,76.89333333,60.94666667,55.56333333
Tent4A,496.88,409.67,521.17,425.3166667,360.91
Cops2,2811.735,2704.843333,2532.616667,2540.13,2627.676667
Ctnnal1,866.445,970.0366667,768.84,912.93,952.3233333
Cpsf6,1564.28,1456.073333,1624.506667,1392.74,1272.106667
Idh3G,579.365,580.7066667,593.33,605.3966667,576.2533333
Mpi,110.7,114.8166667,108.6133333,110.8333333,97.76
Hcfc1,139.87,146.4233333,155.8566667,164.54,169.2133333
Tmem147,3593.61,2769.483333,3917.206667,3061.2,2778.473333
Tubgcp2,232.715,264.3366667,225.64,287.9433333,215.54
Trib2,17.1,14.17666667,15.43666667,16.25666667,16.65
Dedd,170.23,201.52,167.21,168.47,126.3066667
Dhrs3,437.085,472.2066667,548.3666667,924.0233333,1092.816667
Ranbp1,32.215,30.83,37.94,36.65,35.62333333
Mbd2,750.4,834.9166667,764.24,912.89,746.1466667
H2Az2,2190.23,2268.966667,2002.083333,2199.876667,1739.873333
Fxyd3,46.325,49.00333333,45.15,49.39333333,54.32333333
Elp1,214.17,163.96,178.0733333,149.51,208.5966667
Atg9A,327.895,283.8733333,361.9733333,373.5733333,349.9333333
Ppie,193.98,212.0366667,212.33,221.4166667,217.07
Tbcc,555.5,577.81,672.5366667,778.95,937.6533333
Edc4,509.395,500.59,506.05,517.18,400.0866667
Slc2A3,38.335,51.85666667,43.10333333,44.51333333,45.26333333
Dnajb2,342.325,362.4266667,356.42,387.3866667,331.45
Mapre2,730.155,695.6533333,673.1733333,593.73,620.7633333
Acadm,562.455,614.7566667,566.7066667,632.9133333,683.53
Pclaf,2975.855,3011.743333,2900.41,3592.83,4997.456667
Trim29,141.235,157.8233333,128.1533333,150.52,165.34
Itprid2,1290.95,1460.396667,1164.453333,1309.18,1214.966667
Tnfaip2,46.435,41.55,36.67,37.26,33.39666667
Atg5,1743.53,1823.613333,1843.53,2028.8,2001.916667
Ppp2R5D,272.255,287.6966667,262.5866667,260.91,245.5333333
Dlg1,820.79,773.9866667,852.3466667,869.1633333,814.2533333
Crmp1,48.44,47.24333333,45.07,47.40666667,50.01666667
Bcl7B,415.955,499.89,528.54,581.9633333,520.7733333
Mlh1,1802.615,1741.163333,1556.663333,1509.516667,1285.606667
Ctcf,1469.73,1459.693333,1428.633333,1483,1677.74
Pitpnb,1564.87,1685.746667,1548.223333,1449.256667,1368.153333
Spock2,49.05,42.59666667,47.47,43.14666667,45.10666667
Prss8,14.64,14.38333333,12.15,13.48,15.26666667
Mapk14,773.565,851.67,756.2833333,770.71,669.7133333
Irf1,171.24,215.9066667,224.5966667,232.5066667,244.96
Dhfr,247.455,303.95,239.7866667,287.4433333,332.91
Fadd,924.58,663.5666667,964.34,738.5566667,879.0833333
Chmp2B,914.3,880.1433333,842.93,811.2,650.0633333
Hmgcr,971.995,1097.016667,925.3966667,682.7266667,785.69
Aimp1,439.43,489.77,525.6166667,590.62,812.95
Gmfb,1031.62,1088.786667,1052.233333,1368.286667,1632.21
Prkcd,127.765,105.13,128.3833333,94.64666667,86.03666667
Vamp8,646.845,501.9733333,590.0266667,474.2433333,488
Vapb,104.07,105.63,96.09333333,129.6366667,129.0433333
Crim1,532.045,553.2033333,463.68,765.4166667,921.7533333
Gstm3,1684.16,1669.406667,1570.446667,1512.533333,951.2533333
Mcrs1,747.68,605.89,676.2666667,483.66,440.2533333
Hspa13,462.61,652.69,454.13,620.8,467.5133333
Chtop,1274.335,1590.9,1460.263333,2245.363333,1753.493333
Erg28,819.465,696.9166667,595.2433333,484.4633333,419.92
Arl2,505.695,354.5266667,562.71,457,534.8633333
Snrpd3,3587.415,3155.713333,3104.503333,2593.84,2110.123333
Mark3,601.16,641.2666667,649.3433333,768.2,691.0366667
Csnk1G2,574.875,462.7066667,471.6466667,325.8966667,257.97
Crabp2,100.945,94.46,109.1733333,92.17333333,112.6433333
Hmgn4,1153.37,812.44,1025.983333,862.94,800.4733333
Foxm1,862.775,936.9733333,877.8833333,960.5833333,836.0433333
Ranbp9,879.4,843.7833333,693.9833333,534.6633333,436.3166667
Polr2L,177.145,169.6033333,168.5833333,172.02,171.5033333
Ak1,373.48,275.07,377.9766667,289.11,244.0266667
Pdk2,45.285,38.66,45.92666667,42.72,36.78333333
Bloc1S1,510.65,657.09,636.4466667,642.4833333,705.22
Gde1,569.24,424.2166667,441.9566667,380.46,272.12
Leprotl1,1329.775,1344.41,1443.916667,2081.34,2774.646667
Ensa,1232.7,1172.173333,1475.846667,1181.396667,1057.183333
S100A13,734.355,692.0533333,840.0233333,652.5166667,751.0966667
Nrip1,427.665,556.8966667,420.4833333,461.5,431.3466667
Htatsf1,186.145,160.4533333,166.9433333,154.1266667,111.0466667
Adam10,2067.455,2275.7,1971.35,2070.973333,1857.946667
Gusb,1181.92,1178.486667,1167.616667,1251.98,1013.546667
Tlk1,702.26,749.9966667,740.6333333,784.8333333,781.5566667
Eps8,1857.16,1906.16,1656.736667,1853.756667,1445.346667
Ctps1,1495.72,1289.42,1318.253333,771.5933333,542.3833333
Slc30A9,436.7,454.49,405.4,466.11,479.3433333
Gnaq,1413.035,1372.593333,1389.64,1693.43,2046.796667
Mecp2,154.435,135.6233333,181.9866667,163.8366667,184.2433333
Plod2,821.365,747.0466667,825.81,766.4433333,756.1466667
Irf3,998.56,1066.806667,1018.046667,1154.826667,982.67
Atxn2,563.165,632.4633333,506.1266667,745.55,652.1466667
Eapp,587.96,679.4666667,606.56,670.76,574.82
Cabin1,241.645,264.0833333,248.3266667,304.0566667,241.5833333
Lyn,55.82,49.19666667,61.26333333,39.82666667,39.94666667
Appbp2,496.905,565.9,486.2,773.4433333,730.6333333
Topbp1,957.84,873.6033333,875.9933333,923.5566667,1096.433333
Polr2K,460.38,406.61,540.62,512.9566667,626.5266667
Icam1,632.205,890.12,722.36,900.3866667,934.7
Ranbp3,384.26,391.1466667,376.92,403.8633333,392.05
Arl3,654.58,593.8066667,617.26,589.2466667,550.3466667
Trrap,689.135,898.8633333,761.9666667,970.0033333,744.8166667
Tnfaip3,187.92,332.5066667,262.6866667,187.5366667,170.1366667
Men1,419.5,284.7166667,405.8733333,263.5333333,219.5533333
Csde1,1554.265,1373.393333,1824.42,1454.22,1524.893333
Nras,1190.315,1001.003333,1057.253333,1037.596667,1247.84
Rps19,67.505,67.3,79.29333333,66.28333333,72.05
Tmem94,157.47,138.29,163.0933333,160.1533333,151.3
Apbb1,37.075,34.83,46.21333333,40.70333333,48.01
Manf,1013.59,1026.926667,1217.643333,783.38,875.43
Sertad2,1327.855,1996.866667,1451.486667,1988.676667,2051.65
Pex11B,136.19,108.8633333,113.5166667,135.1466667,120.2366667
Psmb10,271.8,248.4133333,310.8033333,258.5833333,208.8466667
Itpr2,26.815,21.82,21.91666667,27.12,31.53666667
Wipf1,14.67,15.27,15.32666667,18.34666667,21.74333333
Actl6A,625.42,650.62,591.8266667,662.1133333,791.54
Slc39A7,158.485,180.6366667,233.9966667,174.9266667,232.4133333
Efnb2,41.49,38,45.03333333,34.96666667,47.88333333
Map2K1,1936.865,1713.853333,1789.556667,1690.886667,1748.046667
Dpm1,2374.74,2465.733333,2362.67,2619.01,2841.896667
Sdhb,983.335,906.8533333,912.9866667,903.0333333,1163.583333
Fastk,766.9,869.7666667,823.9866667,909.4533333,730.1733333
Rasa1,479.545,620.8966667,537.31,779.0066667,700.3066667
Gtf2A2,1958.455,2045.4,2131.506667,2258.763333,2754.45
Npc1,940.415,1152.58,932.24,1385.846667,1531.67
Gtf2E2,866.39,824.55,912.4066667,837.9466667,979.4933333
Usp4,223.02,237.12,250.76,212.3533333,170
Rnmt,523.915,588.7366667,635.8666667,776.4366667,1043.693333
Axl,46.42,48,49.02666667,48.98666667,49.10666667
Tnfsf10,39.505,20.69333333,30.15666667,16.94333333,18.93666667
Rbm15B,278.705,265.9766667,288.8266667,238.8166667,217.4366667
Snrpd1,2257.915,2341.073333,2679.03,2465.176667,2956.113333
Stk17A,1316.035,1858.916667,1149.116667,1692.456667,1481.986667
Oxsr1,855.875,1091.753333,882.0233333,1157.19,1084.64
Nudt21,640.065,624.4,558.4933333,599.1433333,479.72
Tmem63A,294.975,349.77,318.1233333,336.94,206.5766667
Trim26,341.44,309.37,323.7566667,239,229.5866667
Dusp11,708.95,633.3466667,702.8466667,642.5033333,632.65
Tob1,964.72,723.2733333,832.63,671.4333333,693.13
Ccnb2,1141.41,1400.733333,1322.783333,1651.796667,1504.753333
Umps,854.34,985.7766667,986.7833333,1057.96,1041.013333
H2Bc21,184.5,163.1366667,183.6,173.8266667,107.3566667
Fmod,109.215,100.4866667,150.7,154.28,206.35
Bet1,460.02,466.3366667,627.6066667,543.0666667,628.77
Efnb1,33.125,29.01666667,33.65,30.23,33.9
Prorp,472.64,455.64,439.0366667,539.7566667,566.7566667
Ptpn1,724.375,636.6866667,709.8333333,725.46,738.83
Cdc16,458.575,473.4566667,480.1933333,534.2366667,486.9633333
Igfbp2,11.63,12.28,13.46666667,12.59666667,13.91333333
Tes,2260.49,2832.37,2963.513333,4418.856667,4994.98
Gfpt1,1126.99,1248.103333,1137.206667,1351.736667,1207.26
Foxo1,301.55,324.7533333,358.7666667,457.35,480.7533333
Polr2A,282.3,314.8466667,289.85,322.2366667,263.68
Lig1,363.27,402.2133333,386.7933333,414.9233333,389.8566667
Ifngr1,1398.595,1596.493333,1170.216667,996.14,745.86
Ltbp1,174.39,187.27,176.7933333,243.0366667,304.17
Pkig,266.195,212.16,278.12,230.6933333,191.69
Trip10,556.36,669.1433333,668.0466667,672.4466667,733.9533333
Ebp,1760.95,2061.466667,1374.33,1335.576667,1227.423333
Lsm4,2740.325,3177.22,3359.906667,4199.896667,4911.25
Phkb,249.015,265.0033333,226.52,238.76,177.6066667
Prkacb,520.95,565.4333333,460.09,533.1033333,510.15
Pik3R3,488.215,459.6166667,394.92,336.8666667,230.8266667
Slc20A2,443.43,595.8433333,482.5833333,578.6566667,702.7133333
Usp8,382.185,373.8266667,386.4066667,343.89,359.2366667
Itm2A,6.92,7.303333333,7.19,7.873333333,7.71
Gbp2,197.495,184.1766667,159.2733333,164.89,151.8333333
Get1,1419.83,1138.453333,1361.97,1410.673333,1555.423333
Tfip11,608.44,584.7533333,677.8766667,610.9966667,616.42
Slc7A8,119.39,125.97,113.7,114.0266667,136.68
R3Hdm1,733.82,909.8566667,709.81,714.9933333,452.5733333
Gpc1,22.6,27.46333333,23.95,27.62666667,27.61
Nelfb,745.78,639.72,822.4033333,680.9566667,760.25
Rfxank,1175.45,1245.363333,1252.336667,1269.136667,650.1766667
Rock2,412.545,454.8933333,444.5733333,506.4133333,572.5266667
Casp3,496.85,489.1766667,541.6333333,511.5,474.6633333
Fbn1,135.445,164.9233333,111.0666667,187.2666667,146.02
Acp2,446.98,529.24,499.4733333,577.6866667,367.4466667
Fosb,35.915,28.94666667,39.14666667,29.09666667,34.45
Hmgcl,517.12,787.8366667,651.0166667,1088.426667,1222.666667
Sfswap,330.67,251.61,308.5933333,273.1066667,281.4866667
Dnttip2,1764.765,1421.243333,1758.393333,1232.926667,1262.366667
Shoc2,775.865,985.4033333,745.97,982.5833333,988.12
Zmym2,423.74,453.1233333,436.3233333,478.5533333,464.35
Ube2S,5507.915,5275.016667,5466.333333,6066.366667,4799.423333
Oxct1,174.105,86.22,164.7866667,123.9433333,193.32
Inpp5K,120.5,135.7666667,134.7833333,160.85,148.26
Nnt,285.305,254.99,289.6466667,298.2433333,385.03
Stk39,297,204.0833333,209.4833333,220.4066667,175.91
Mapkapk3,173.7,138.7033333,178.9066667,130.3466667,132.1966667
Plcg1,378.64,325.0533333,334.6433333,291.7766667,269.85
Cldn7,65.015,64.53,74.17666667,100.2266667,126.81
Lpcat3,314.75,276.1,369.4733333,307.7233333,250.2466667
Inpp1,1896.395,2247.39,1799.096667,2760.95,1873.666667
Synpo,132.47,165.03,182.1766667,260.79,353.96
Sacm1L,1147.385,1079.643333,1053.196667,1071.15,1203.236667
Sec24B,906.28,907.2666667,895.06,1171.123333,1488.853333
Clpp,518.605,489.68,522.38,565.0633333,523.7433333
E2F1,253.375,266.7233333,312.1166667,300.1633333,299.1133333
Prkaca,144.915,143.4533333,145.5433333,146.48,132.7066667
Dhps,298.24,365.9,345.15,406.0466667,392.6766667
Abcc1,238.535,260.9633333,236.9333333,240.08,233.9666667
Dbn1,1727.055,1716.286667,1622.4,1610.383333,1431.023333
Tom1,267.69,352.81,342.8933333,384.1166667,342.77
Wbp1L,541.86,430.7633333,505.3,380.9533333,348.35
Ints3,634.3,630.2933333,639.4733333,592.5933333,543.9366667
Drg1,2438.825,2476.463333,2639.36,2470.106667,2649.936667
Stambp,509.42,446.69,497.9233333,479.1566667,361.4866667
Gaa,175.24,235.2633333,227.6333333,296.3566667,236.8233333
Tarbp1,207.275,191.3166667,259.5833333,219.9433333,277.25
Hexim1,1028.47,717.5433333,953.9866667,561.5533333,511.4433333
Ss18,463.915,458.7733333,411.5633333,530.6433333,411.5333333
Ahr,1432.34,2925.803333,1319.69,2365.823333,1904.77
Eloc,284.51,230.4733333,268.7133333,252.23,325.1233333
Slc25A4,499.585,547.11,566.4266667,609.3733333,606.09
Spint1,194.195,195.2333333,175.3833333,191.75,167.0266667
Vamp7,782.24,687.09,698.4933333,657.52,606.0966667
Slc37A4,338.44,375.8566667,343.6566667,318.1033333,145.66
Gpx2,2851.71,2863.14,2388.77,1102.346667,940.9166667
Gcc2,398.605,518.4566667,347.4033333,434.2333333,368.4166667
