Gene,iPS0,iPS4,iPS7,iPS10,iPS15,iPS20
Gm11188,0,0,0,0,0,0
AC093356.1,0.551940333,0.497149667,0.605919667,0.509873333,0.733593333,0.687643
AL645846.1,0,0.243858333,0,0,0,0
Gm15921,0.726867333,0.303476667,0.441300333,0.457598,0.183894,0.560736667
AC155333.1,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0
AC124426.1,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
Vmn2r44,0,0,0,0,0,0
Als2cr11,0,0,0,0,0.041783,0
Rgs18,0,0,0,0,0,0
Lct,0.077539033,0.0788195,0.1033141,0.208506567,0.049133433,0.021371233
n-R5s12,0,0,0,0,0,0
U1,0,0,0,0,0,0
SNORA51,0,0,0,0,0,0
Snord7,0,0,0,0,0,0
U6,0,0,0,0,0,0
Olfr1408,0,0,0,0,0,0
Gm14071,0,0,0,0,0,0
Gm11950,0,0,0,0,0,0
Gm11257,0,0,0,0,0,0
Gm8662,0,0,0,0,0.071201333,0
Gm9005,0,0,0,0,0,0
Gm12190,0,0,0,0,0,0
5730416F02Rik,0,0,0,0,0.039683,0
Syna,0.2837,0,0,0.011046,0.028361567,0.0296912
Gm12145,0,0,0,0,0,0
Gm13589,0,0,0,0,0,0
Kcnrg,0.201839333,0.251541667,0.228488667,0.190396333,0.149522667,0.277231667
Gldn,0.442461667,0,0,0.007012233,0.0276303,0.016788267
SNORA17,0,0,0,0,0,0
U6,0,0,0,0,0,0
Snord11,0,0,0,0,0,0
7SK,0,0,0,0,0,0
U7,0,0,0,0,0,0
U6,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
Gm6587,0,0,0,0,0,0
Gm13529,0,0.142327,0,0,0,0
Gm14037,0,0,0,0,0,0
Gm15719,0,0,0,0,0.178125667,0
Gm14737,0,0,0,0,0,0
Gm16511,0,0,0,0,0,0
Gm13787,0,0,3.6835,0,3.09392,0
Olfr319,0,0,0,0,0,0
RNaseP_nuc,0,0,0,0,0,0
U7,0,0,0,0,0,0
U6,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
U6,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
U6,0,0,0,0,0,0
AC226684.1,0,0,0,0,0,0
U6,0,0,0,0,0,0
U6,0,0,0,0,0,0
AL772216.31,0,0,0,0,0,0
AC192083.1,0,0,0,0,0,0
Mir873,0,0,0,0,0,0
SSTY2,0,0,0,0,0,0
Pdxk-ps,0.058235467,0.053420667,0.043776333,0.014647967,0.072423467,0.101028167
Mettl21b,0.672060667,0.046299967,0.326903333,0.577062667,0.59809,0.456347
Obox1,0,0,0,0,0,0
AC118632.1,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0
AL773548.1,0,0,0,0,0,0
AL808023.1,0,0,0,0,0,0
Vmn2r39,0,0,0,0,0,0
U1,0,0,0,0,0,0
Sly,0,0,0,0,0,0
AL772216.39,0,0,0,0,0,0
Mup-ps9,0,0,0,0,0,0
Gm14309,0,0,0,0,0,0
1700065D16Rik,0.010639667,0.0849149,0.135396333,0.118325367,0.067770933,0.051217067
Trav12-2,0,0,0,0,0,0
SSTY2,0,0,0,0,0,0
Cntnap5b,0,0,0,0,0.005209633,0
Fam167b,0,0,0,0,0,0
Insl3,0.315725333,0.062722333,0.097969,0.171767333,0,0.190904
Gm10192,0,0,0,0,0,0
Gm11034,0,0,0,0,0,0
Il12rb1,0.302367,0.010437667,0.0109488,0.023148633,0.1107865,0.0991718
Snord34,0,0,0,0,0,0
U6,0,0,0,0,0,0
n-R5s183,0,0,0,0,0,0
U1,0,0,0,0,0,0
SNORA71,0,0,0,0,0,0
U6,0,0,0,0,0,0
Rpl31-ps19,0,0,0,0,0,0
AC122283.1,0,0.036081333,0,0,0,0
RP23-96D5.2,0,0,0,0,0,0
AC132684.1,0,0,0,0,0.0054906,0
AC135859.1,0.051399333,0.114052833,0.210345667,0.047979733,0.146899767,0.0962985
Kcnj1,0,0,0,0,0,0
Fev,0,0,0,0,0,0
Olfr1378,0,0,0,0,0,0
Vmn1r24,0,0,0,0,0,0
Vmn1r-ps143,0,0,0,0,0,0
Gm12830,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0.237138,0
AC157798.1,0,0,0,0,0,0
AL670285.1,0,0,0,0,0,0
Mir344-2,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0
AL808020.1,0,0,0,0,0,0
RNaseP_nuc,0,0,0,0,0,0
Metazoa_SRP,0,0,0.562456667,0,0,0
Cldn10,0.133472567,0.1415315,0.349693567,0.582387,0.107836167,0.0132099
Gm10160,0,0,0,0,0,0
Ces2a,0,0,0,0,0,0
Krtap4-8,0,0,0,0,0,0
AC116732.1,0.047370167,0.058340733,0.060598033,0.047870833,0.0550845,0.0929964
Gm3123,0,0,0,0,0,0
Gm17038,0,0,0,0,0,0
Ubqlnl,0,0,0,0,0,0
U6,0,0,0,0,0,0
SNORA67,0,0,0,0,0,0
U6,0,0,0,0,0,0
U1,0,0,0,0,0,0
U1,0,0,0,0,0,0
Olfr532,0,0,0,0,0,0
Dupd1,0,0,0,0,0,0
Arl9,0.187655333,0.231264667,0.505287333,0.477081333,0.791623,0.340056
Olfr1382,0,0,0,0,0,0
Olfr668,0,0,0,0,0,0
Odf3,0,0.0209394,0,0,0,0
Vstm2b,0.791705,0,0,0.025127,0.139746333,0.039777533
Gm2927,0,0,0,0,0,0
Gm11237,0,0,0,0,0,0
Zscan4e,0,0,0,0,0,0
Gm12671,0,0,0,0,0,0
Vmn1r159,0,0,0,0,0,0
Vmn1r49,0,0,0,0,0,0
AC124515.1,0,0,0,0,0,0
AL772216.37,0,0,0,0,0,0
Dmrtc1c1,0,0,0,0,0,0
Dmrtc1c2,0,0,0,0,0,0
n-R5s213,0,0,0,0,0,0
4930473A02Rik,0.0272132,0.023619067,0.174311,0.128907167,0.103639,0.044409467
U1,0,0,0,0,0,0
U6,0,0,0,0,0,0
Vmn1r213,0,0,0,0,0,0
Gm17063,0,0,0,0,0,0
Amac1,0.042654633,0.037674667,0.0604,0.043489467,0.035310333,0.036739967
Gm17661,0,0,0,0,0,0
Krtap20-2,0,0,0,0,0,0
5430425J12Rik,0,0,0,0,0,0
Tas2r137,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0
U6,0,0,0,0,0,0
U7,0,0,0,0,0,0
U6,0,0,0,0,0,0
Ighd1-1,0,0,0,0,0,0
1700093J21Rik,0,0,0.067226,0,0,0
7SK,0,0,0,0,0,0
2700068H02Rik,0.016399733,0.032693133,0.053487933,0.092287433,0.0732574,0.045017367
Gm15802,0,0,0,0,0,0
Gm15534,0,0,0,0,0,0
Gm14616,0,0,0,0,0,0
Myh2,0.0370463,0.004549367,0.010100633,0.167978667,0.0262764,0.0090828
Grm1,0.0067078,0.004131433,0.011390233,0.2126835,0.154383967,0.0392547
Slc22a28,0,0,0,0,0,0
Gm9945,0,0,0,0,0,0
Trav6-1,0,0,0,0,0,0
Vsnl1,0.123061767,0.378605333,0.016431967,0.299048,0.043055167,0.029985667
Wif1,0.490144,0.0212013,0.047612333,0.215952533,0.397177,0.818687333
Trav3-1,0,0,0,0,0,0
Glipr1l1,0,0,0,0,0.036376667,0
Glipr1l2,0,0,0,0,0,0
AL805897.1,0,0,0,0,0,0
AC102320.1,0,0,0,0,0,0
AC079181.6,0,0,0,0,0,0
Gm8178,0,0,0,0,0,0
U6,0,0,0,0,0,0
Olfr889,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
Heyl,0.556758,0,0,0.014054933,0.005480467,0.022541133
Olfr1477,0,0,0,0,0,0
Glrp1,0.210837,0,0,0.196024333,0.156364333,0.177433333
Olfr1505,0,0,0,0,0,0
Gm10115,0,0,0,0,0,0
Tmem63c,0.008760667,0.008520033,0.156866733,0.535436667,0.498141333,0.553895667
Gm10720,0,0,0,0,0,0
Gcnt7,0.099014133,0.017138667,0.109660767,0.097221133,0.047995567,0.121937533
Mir450b,0,0,0,0,0,0
Gm10088,0,0,0,0,0,0
Vmn1r52,0,0,0,0,0,0
Edar,0.018901067,0,0,0.0088758,0.014476267,0.021797467
SNORA17,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
U6,0,0,249.605,0,0,0
7SK,0,0,0,0,0,0
U6,0,0,0,0,0,0
5330417H12Rik,0,0,0,0,0,0
Rxfp4,0,0,0,0,0,0
Vmn1r226,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0
Barhl1,0.009466267,0.026449767,0.0626011,0.0131656,0.076005133,0.038392
U7,0,0,0,0,0,0
U6,0,0,0,0,0,0
Gm11284,0,0,0,0,0,0
Gm15192,0,0,0,0,0,0
Gm15185,0,0,0,0,0,0
Gm5760,0,0,0,0,0,0
Kcnk15,0,0,0,0,0,0
Olfr355,0,0,0,0,0,0
Olfr351,0,0,0,0,0,0
Olfr353,0,0,0,0,0,0
Olfr3,0,0,0,0,0,0
Olfr341,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
U1,0,0,0,0,0,0
Poln,0.020263667,0.110608233,0.107085633,0.102222333,0.110491233,0.0752168
Krtap4-7,0,0,0,0,0,0
Vmn1r-ps103,0,0,0,0,0,0
Gm13838,0,0,0,0,0,0
Gm15611,0,0,0,0,0,0
4732418A04Rik,0,0,0,0,0.011931333,0
CT867956.1,0,0,0,0,0,0
Gm8577,0.153545667,0.105414333,0,0.118543333,0.0970206,0.294736333
Gm12444,0.604438667,0.251484667,0.176569667,0.365163667,0.261046667,0.313328667
Gm13034,0.038852567,0.036348333,0.031399,0.030815033,0.075267067,0.042568433
Gm5166,0,0,0,0,0,0
Gm12680,0.017796,0.0887099,0.116388567,0.139764733,0.047246667,0.081808367
Gm14504,0,0,0,0,0,0
Gm3972,0,0,0,0,0,0
Cyp19a1,0,0,0,0,0,0
Gm5168,0,0,0,0,0,0
Prrt4,0.285269667,0.025427,0.009105667,0.038180733,0.038902367,0.062109967
Paqr5,0.086514933,0.044014433,0.080237167,0.48397,0.231198,0.242971067
4933427E11Rik,0.060273333,0.054499467,0.1220317,0.093966233,0.0247958,0.025297333
Gm6377,0.397035667,0.083800133,0.011801367,0.0115817,0.019100633,0.0505836
Lyzl1,0,0,0,0,0,0
Gm12382,0,0,0,0,0,0
Gm15714,0,0,0,0,0,0
1700006D18Rik,0,0,0,0,0,0
Gm14774,0,0,0,0,0,0
Gm12882,0,0,0,0,0,0
Gm14282,0,0,0,0,0,0
Gm13445,0,0,0,0,0,0
Olfr29-ps1,0,0,0,0,0,0
Gm12069,0,0,0,0,0,0
Olfr365,0,0,0,0,0,0
Mir3964,0,0,0,0,0,0
Prrxl1,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
P2ry1,0.169518667,0.0948432,0.063206433,0.131473533,0.119650933,0.155228633
Gm6462,0,0,0,0,0,0
4931417E11Rik,0,0,0,0,0,0
AC073561.3,0,0,0,0,0,0
Gm6368,0.014065233,0.041727567,0.060937267,0.0161265,0.0383081,0.053989967
Gm15365,0.35943,0.304217,0.317146667,0.341033333,0,0.837521667
Gm11925,0,0,0,0,0,0
AC073553.12,0,0,0,0,0,0
Gm7199,0,0,0,0,0,0
Gm14475,0,0,0,0,0,0
U1,0,0,0,0,0,0
Gm3867,0,0,0,0,0,0
CT030729.1,0,0,0,0,0,0
AL807811.2,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
Mir5130,0,0,0,0,0,0
AC132606.1,0,0,0,0,0,0
Metazoa_SRP,0,0.295368667,0.317255,0,0.258224333,0
Metazoa_SRP,0,0,2.2901,0,1.864246667,0
AC098743.1,0,0,0,0,0,0
Mir5132,0,0,0,0,0,0
Gm13813,0,0,0,0,0,0
Gm15136,0,0,0,0,0,0
Olfr1315-ps1,0,0,0,0,0,0
Gm11231,0,0,0,0,0,0
Gm13700,0,0,0,0,0,0
Gm13578,0,0,0,0,0.066069333,0
Gm14629,0,0,0,0,0,0
Gm15437,0,0,0,0,0,0
Gm17014,0,0,0,0,0,0
AC144647.1,0,0,0,0,0,0
Ms4a4b,0,0,0,0,0,0
Scgb1b12,0,0,0,0,0,0
AC161460.7,0,0,0,0,0,0
AC090648.1,0,0,0,0,0,0
U6,0,0,0,0,0,0
U6,0,0,0,0,0,0
Vmn1r121,0,0,0,0,0,0
AC153939.1,0.220360333,0.197452,0.154607533,0.159789167,0.218659,0.272376367
Gm6902,0,0,0,0,0,0
Gm16456,0,0,0,0,0,0
Defa25,0,0,0,0,0,0
Ccl21a,0,0,0,0,0,0
AC160990.2,0,0,0,0,0,0
mmu-mir-467a-9,0,0,0,0,0,0
AC161765.1,0,0,0,0,0,0
Mir320,0,0,0,0,0,0
Mir22,0,0,0,0,0,0
Dcaf12l2,0.115747,0.0205384,0.0323796,0.0182282,0,0.030111267
Mir135a-2,0,0,0,0,0,0
Mir337,0,0,0,0,0,0
Mir93,0,0,0,0,0,0
Mir128-1,0,0,0,0,0,0
Mir296,0,0,0,0,0,0
Mir192,0,0,0,0,0,0
Olfr400-ps1,0,0,0,0,0,0
Defa-ps12,0,0,0,0,0,0
Gm14897,0,0,1.323943333,0,0,0
Gm12783,0,0,0,0,0,0
Gm12819,0,0,0,0,0,0
Gm8880,0.250501,0.564224,0.121822,0.380388,0.520462333,0.436632333
Gm11783,0,0,0,0,0,0
Gm13730,0,0,0,0,0,0
Gm12167,0,0,0,0,0,0
Olfr191,0,0,0,0,0,0
4921518K17Rik,0,0,0,0,0,0
Gm12050,0,0,0,0,0,0
AC079273.3,0,0,0,0,0,0
Gm4216,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
AC163020.1,0,0,0,0,0,0
Gm15037,0,0,0,0,0,0
Gm13108,0,0,0,0,0,0
Gm12839,0,0,0,0,0,0
Gm14619,0,0,0,0,0,0
Gm11445,0,0,0,0,0,0
Gm14905,0,0,0,0,0,0
Gm13338,0,0,0,0,0,0
Gm18489,0,0,0,0,0,0
Olfr172,0,0,0,0,0,0
Gm7148,0.118631333,0.161587667,0.177644333,0.367919667,0.094956667,0.101303
Gm8715,0,0,0,0,0,0
Gm7953,0,0,0,0,0,0
AC131065.1,0,0,0,0,0,0
Gm10591,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0
AC158672.4,0,0,0,0,0,0
Gm15801,0,0,0,0,0,0
U3,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
H2-T3,0,0,0,0,0,0
Gm9936,0.0863,0.0097519,0.022452533,0.0114966,0.035761,0.136208133
SNORD48,0,0,0,0,0,0
AC152453.1,0,15.77533333,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0
AC073553.1,0,0,0,0,0,0
Snord55,0,0,0,0,0,0
Gm20526,0,0,0,0,0,0
Opcml,0.033286067,0,0.026734733,0.040700467,0.0266935,0.0111183
Prl8a6,0,0,0,0,0,0
Prl8a8,0,0,0,0,0,0
Amelx,0,0,0,0,0,0
AC167197.1,0,0,0,0,0,0
AC163349.1,0,0,0,0,0,0
Mir1251,0,0,0,0,0,0
mmu-mir-380,0,0,0,0,0,0
AL645531.1,0,0,0,0,0,0
AC137871.1,0,0,0,0,0,0
Mir3105,0,0,0,0,0,0
AL772216.30,0,0,0,0,0,0
AC160990.3,0,0,0,0,0,0
Gm15093,0,0,0,0,0,0
AC158909.1,0,0,0,0,0,0
Olfr772,0,0,0,0,0,0
RHOX4A,0,0,0,0,0,0
CU463345.1,0,0,0,0,0,0
Olfr50,0,0,0,0,0,0
1700095B22Rik,0,0,0,0,0,0
C87499,0,0,0,0,0,0
Gabrg2,0,0,0,0,0,0
Ndufs5,0.733704,0.465609333,0.486496667,0.521487,1.355575,0.586882333
Glycam1,0,0,0,0,0,0
2310002L09Rik,0,0,0,0,0,0
Myadml2,0,0,0,0,0,0
Gm9839,0,0,0,0,0,0
Scgb2b20,0,0,0,0,0,0
Gm13964,0,0,0,0,0,0
1700085B03Rik,0,0,0,0,0,0
Gm13661,0,0,0,0,0,0
Gm14641,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
AC165294.1,0,0,0,0,0,0
Gmcl1l,0,0,0,0,0,0
Cabyr,0.424936667,0.237523,0.329826667,0.387229,0.457149667,0.334676333
U6,0,0,0,0,0,0
U1,0,0,0,0,0,0
Olfr449,0,0,0,0,0,0
Fgfr4,0.017480467,0.026138567,0,0.009603467,0.046757,0.327741667
Gm8810,0,0,0,0,0.043075,0
Itk,0,0,0,0,0.0116827,0
7SK,0,0,0,0,0,0
Vmn2r15,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
AL691478.1,0,0,0,0,0,0
AC156953.1,0,0,0,0,0,0
Gm5128,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
Vmn1r122,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
Gm10392,0.017940933,0,0.025731667,0.040221033,0.015614933,0.0514407
Gm10394,0,0,0,0,0,0
Gm10395,0,0,0,0,0,0
Gm10396,0,0,0,0,0,0
AC123608.1,0.341823,0.053139233,0.1296995,0.135243233,0.226292,0.228742333
D6Ertd474e,0,0,0,0,0.0122479,0
SNORA17,0,0,0,0,0,0
Slc10a5,0,0,0,0,0.006891433,0
Vmn1r6,0,0,0,0,0,0
1700011I03Rik,0,0,0,0,0,0
U6,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0
U6,0,0,0,0,0,0
Bglap-rs1,0.035229533,0.170161,0.030769533,0.503425,0.650317333,0.695396333
Gm10466,0,0,0,0,0,0
AC107456.1,0,0,0,0,0,0
AC162877.1,0,0,0,0,0,0
AC171332.1,0,0,0,0,0,0
AC136741.1,0,0,0,0,0,0
Gm10750,0,0,0,0,0.019794767,0
Gnrhr,0,0,0,0,0,0
U6,0,0,0,0,0,0
7SK,0,0,0,0,0,0
U6,0,0,0,0,0,0
n-R5s23,0,0,0,0,0,0
Gm7785,0.215982667,0.359149333,0.612448667,0.760932333,0.508925,0.458994667
Gm14751,0,0,0,0,0,0
Gm14882,0,0,0,0,0,0
Gm14980,0,0,0,0,0,0
Gm16431,0,0,0,0,0,0
U11,0,0,0,0,0,0
Gm12391,0,0,0.383936667,0,0,0
Hist1h3e,0.540182333,0.5246,0.139231333,0.147182333,0.392732667,0.602284
Gm10264,0,0,0,0,0,0
Gm12723,0,0,0,0,0,0
Gm12210,0,0,0,0,0,0
Vmn1r-ps126,0,0,0,0,0,0
Gm16203,0,0,0,0,0,0
Gm14109,0,0,0,0,0,0
Gm15189,0,0,0,0,0,0
Gm15854,0,0,0.72773,0,0,0
Gm15578,0,0,0,0,0,0
Gm6826,0,0,0,0,0,0
4933406D12Rik,0,0.106316,0,0,0,0
AC166172.1,0,0,0,0,0,0
Igsf6,0.0816146,0.114018667,0.338509333,0.1931686,0.142155833,0.1051798
Gm10837,0,0,0,0,0,0
4930594M22Rik,0.403152,0.170706,0.463441,0.487317333,0.291508667,0.334883333
AC123803.1,0,0,0,0,0,0
Mir294,0,0,0,0,0,0
AC126435.1,0,0,0,0,0,0
Gm2128,0,0,0,0,0,0
Gm2002,0,0,0,0,0,0
Lrrd1,0.076596233,0.100361967,0.011119567,0.0220141,0.0270504,0.0192846
Sec1,0.150794,0.136233933,0.0773632,0.080932067,0.153323333,0.324844667
Rufy4,0.064991633,0.029301967,0.082335333,0.1225665,0.1208793,0.093079167
Apobec4,0,0,0.022520033,0,0,0
Olfr214,0,0,0,0,0,0
Olfml1,0.2486109,0,0.019215567,0.021195233,0.050882567,0.420539
Vmn1r181,0,0,0,0,0,0
Gm17136,0,0,0,0,0.256857,0
Gm12601,0,0,0,0,0,0
Gm14785,0,0,0,0,0,0
Gm12179,0,0,0,0,0,0
Gm12742,0,0,0,0,0,0
Gm12361,0,0,0,0,0,0
Gm13786,0,0.226853,0.236494667,0,0,0
Gm14466,0,0,0,0,0,0
Gm14049,0,0.065917667,0,0,0.060713667,0
Hmgn2l6,0,0,0.431586667,0,0,0
Gm15347,0,0.273370333,0.33191,0,0,0
Gm16208,0,0,0,0,0,0
9430024E24Rik,0,0,0,0,0,0
Gm14242,0,0,0,0,0,0
Mir374,0,0,0,0,0,0
SNORD81,0,0,0,0,0,0
U6,0,0,0,0,0,0
U6,0,0,0,0,0,0
U6,0,0,0,0,0,0
U6,0,0,0,0,0,0
Gm15409,0,0,0,0,0.161502333,0
SSTY2,0,0,0,0,0,0
Astx3,0,0,0,0,0,0
Gm8383,0,0,0,0,0,0
AC164155.7,0,0,0,0,0,0
Olfr397,0,0,0,0,0,0
AC160985.4,0,0,0,0,0,0
Gm20474,0,0.024886533,0.028649067,0,0.070712933,0
G6pc,0,0,0,0,0,0
U1,0,0,0,0,0,0
U6,0,0,0,0,0,0
U6,0,0,0,0,0,0
U6,0,0,0,0,0,0
SNORA9,0,0,0,0,0,0
4921518J05Rik,0.127987,0.038682,0.179863467,0.109202667,0.145024667,0.0568071
U6,0,0,0,0,0,0
SNORD81,0,0,0,0,0,0
Gm15021,0,0,0,0,0,0
Gm9673,0,0.047878,0.053760333,0,0,0
Gm14638,0,0,0,0,0,0
Gm12045,0,0,0,0,0,0
Gm16148,0.095411333,0.080892,0.130736,0.407882333,0.218786333,0.333057333
Gm18360,0,0,0,0,0,0
Gm7670,0,0,0,0,0,0
Gm15464,0,0,0,0,0,0
Gm10972,0,0,0,0,0,0
SNORA73,0,0,0,0,0,0
U6,0,0,0,0,0,0
U4,0,0,0,0,0,0
7SK,0,0,0,0,0,0
7SK,0,0,0,0,0,0
SNORD88,0,0,0,0,0,0
Mir365-2,0,0,0,0,0,0
Mir181c,0,0,0,0,0,0
Mir302c,0,0,0,0,0,0
Mir346,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0
Mir450-1,0,0,0,0,0,0
Mir219-2,0,0,0,0,0,0
Mir130a,0,0,0,0,0,0
Gm5146,0,0,0,0,0,0
U6,0,0,0,0,0,0
U6,0,0,0,0,0,0
U6,0,0,0,0,0,0
U2,0,0,0,0,0,0
Gm5382,0,0,0,0,0,0
U6,0,0,0,0,0,0
Gucy1b2,0.089353233,0.0113262,0,0.080736733,0.053353333,0.0117827
Gm13652,0,0,0,0,0,0
Capn12,0.094288733,0.011285233,0.012024467,0.0131139,0.0436846,0.010950133
Fbxw14,0,0,0,0,0.022878067,0
SNORD116,0,0,0,0,0,0
Trav6-5,0,0,0,0,0,0
Dnahc7a,0.005364337,0.013534983,0.009731633,0.002583953,0.016629333,0.02263184
AC173478.1,0,0,0,0,0,0
Cldn23,0.016610233,0,0.017789,0.0934721,0.074197633,0.045595233
Olfr378,0,0,0,0,0,0
U6,0,0,0,0,0,0
4930515G13Rik,0,0,0.099146,0,0,0
Olfr672,0,0,0,0,0,0
Gm20730,0,0,0,0,0,0
Igkv2-137,0,0,0,0,0,0
Igkv17-127,0,0,0,0,0,0
Gm10360,0,0,0,0,0,0
Gm8711,0,0,0,0,0,0
Cd209a,0,0,0,0,0,0
Chrna6,0,0,0.0108226,0,0,0
Chrnb3,0,0.006403233,0,0,0,0
Cntn1,0.179229333,0.049001967,0.175570667,0.128179167,0.073053667,0.144951
1700055N04Rik,0,0,0.015833233,0,0,0
Gm17058,0.044902667,0,0.166992,0.086307,0.035844333,0.035446333
Gm20424,0,0,0,0,0,0
Gm20503,0,0,0,0,0,0
Gm20516,0,0,0,0,0,0
Gm20525,0,0,0,0,0,0
Olfr754-ps1,0,0,0,0,0,0
Olfr49,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0
Ccdc81,0.346760667,0,0.0249894,0.013424467,0.0541064,0.057261933
Magix,0.024112767,0,0.034352667,0.0116859,0.0771122,0.033168033
Gm13015,1.261093333,0,0,1.445903333,1.149506667,2.3921
Trp63,0.0574903,0.082341567,0.069626767,0.067779967,0.043491667,0.010733267
4930562C15Rik,0.161754267,0.1590387,0.160380333,0.056996,0.051617,0.104367533
Gm10258,0,0,0,0,0,0
Slc7a14,0.028296433,0.078492367,0.1508427,0.195564667,0.292596,0.269812667
Cpxcr1,0,0,0,0,0,0
Gm14999,0,0,0,0,0,0
Apob,0.242068333,0,0,0.002269263,0.0747717,0.013999867
SNORA21,0,0,0,0,0,0
Slc7a15,0,0,0,0,0.0204109,0
4932416K20Rik,0,0,0,0,0,0
Ces3a,0,0,0,0,0,0
4930468A15Rik,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
U6,0,0,0,0,0,0
Atp13a5,0,0,0,0,0,0
Olfr1251,0,0,0,0,0,0
Olfr1252,0,0,0,0,0,0
Olfr1254,0,0,0,0,0,0
Olfr1256,0,0,0,0,0,0
Olfr722,0,0,0,0,0,0
Tmprss7,0.139968333,0.013250733,0.013900333,0.029390233,0.035344767,0.0129735
Gm13683,0,0,0,0,0,0
Gm14481,0,0,0,0,0,0
Gm12779,0,0,0,0,0,0
Gm12985,0,0,0,0,0,0
Gm12967,0,0,0,0,0,0
Gm13130,0,0,0,0,0,0
Gm16056,0,0,0,0,0,0
Gm5941,0,0,0,0,0,0
Slc27a6,0.109422667,0.011642233,0,0.0133804,0.021692167,0.0227068
Pth,0,0,0,0,0,0
Kir3dl2,0,0,0,0,0,0
A330043C09Rik,0,0,0,0,0,0
9530046B11Rik,0.068668333,0.056822133,0.029987467,0.032246067,0.0785734,0.085203933
Ush2a,0.001755333,0,0.00775033,0.052015667,0.207655667,0.020074633
Gm12670,0,0,0,0,0,0
Axdnd1,0.236501,0.086431933,0.158496,0.320871167,0.152430967,0.233826667
Nphs2,0.0112614,0.018450533,0,0.020584133,0.0503812,0.008291067
S100a2,0,0.791995667,0,0,0.230849333,0
AC240277.1,0,0,0,0,0,0
U4,0,0,0,0,0,0
Gm10024,0,0,0,0,0,0
U6,0,0,0,0,0,0
AC195646.1,0,0,0,0,0,0
Rps12-ps20,0,0,0,0,0,0
Pcdhb13,0.061009733,0.015388533,0,0.008732867,0,0.007904633
Rps11-ps3,0,0,0,0,0,0
Gm12782,0,0,0,0,0,0
Vmn1r-ps106,0,0,0,0,0,0
Gm14839,0,0,0,0,0.049647333,0
Gm11785,0,0,0,0,0,0
Gm12170,0,0,0,0,0,0
Gm13726,0,0,0,0,0,0
Gm8261,0.1527765,0.136419,0.1452907,0.216492667,0.050681567,0.102811733
Gm12059,0.1344068,0.299246,0.416327333,0.348378333,0.478812667,0.425689
Gm12992,0.287579,0.266367833,0.281611333,0.304001,0.332576,0.276641
Gm12434,0,0,0,0,0,0
Gm13447,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
U1,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
Sprr2f,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
U6,0,0,0,0,0,0
U1,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
AL603828.1,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0
U11,0,0,0,0,13.62183333,0
SRSY,0,0,0,0,0,0
D130043K22Rik,0.102424133,0,0.018371067,0.109778633,0.115302,0.146280767
AC162906.2,0,0,0,0,0,0
AC236670.1,0,0,0,0,0,0
AC124606.1,0,0,0,0,0,0
